idUsuari, desviacioEstandardPoblacional
1,6.384780610778424
2,6.855582836709898
3,8.566654953666013
4,6.371426787504933
5,6.010223215730469
6,8.297448449499582
7,7.042539504715718
8,6.710007439223672
9,5.935681687300507
10,6.9599083775387705
11,6.4517202096935575
12,5.507674122059535
13,7.109248097072907
14,6.391184372502396
15,5.9434091477323365
16,5.716967265966063
17,5.575055934133002
18,5.98844440481197
19,5.382538350660101
20,5.5147716133438225
21,5.541235406561351
22,5.290573956623808
23,5.468355489168166
24,5.279730676246333
25,5.226660341117403
26,5.990004627883551
27,5.17548951592607
28,6.344097321581148
29,5.332935542070045
30,5.427910793774657
31,5.134589394530716
32,5.110826509848376
33,5.029753305763376
34,5.201985271798786
35,5.3611508582781
36,4.983951229867109
37,6.042551004982188
38,4.972124364409093
39,5.121745319304988
40,5.266930660328384
41,5.2501450463913395
42,4.947243155634328
43,5.430470926367885
44,5.3014387963028575
45,6.069970724756554
46,5.07078931823984
47,6.434608462170779
48,5.403368796474607
49,5.403666564518247
50,5.113289315304474
51,5.137381197541401
52,5.073330410998513
53,5.197406701821684
54,6.147429131935525
55,5.106362715352513
56,5.25377495292617
57,5.119429948497787
58,5.203576242496274
59,7.818670781333326
60,5.419899418423996
61,6.317627257838792
62,5.196895778679164
63,5.382283149357665
64,6.042667503576164
65,5.685043145761704
66,5.6244201564010705
67,5.605226865895437
68,5.557095539770629
69,6.657691696132479
70,5.155204535103507
71,5.137257658432592
72,6.368162710846482
73,6.881358359284885
74,7.398673091100861
75,5.188538871993184
76,5.54345147527983
77,5.246565866458606
78,6.197220544918817
79,5.272971964868573
80,5.347066889961997
81,5.236391340841939
82,5.535597890244139
83,5.688093906702733
84,5.268647472601928
85,6.318860837863162
86,5.25044255437932
87,6.231590827328568
88,5.38626065784087
89,6.054992320470473
90,5.510792691276655
91,5.323184780671526
92,5.366890404012371
93,5.868627545438765
94,5.581058029796425
95,6.4985490487312765
96,5.92535128133675
97,5.253176381885435
98,5.280181026672219
99,5.234194719227884
100,6.565633510914373
101,5.958188399089361
102,5.237320700956742
103,5.368077787073795
104,6.51475950661762
105,7.17838468343617
106,5.329696721128234
107,5.276973321731677
108,5.789924440752288
109,5.488472877978899
110,6.065831713578973
111,5.584504042032698
112,6.331338210263532
113,5.985092036382066
114,5.31956638404472
115,5.380914169589367
116,5.345376939829104
117,5.216598465995694
118,5.379534737939305
119,5.3553581417479705
120,5.206808019094404
121,6.074724076180516
122,5.593277114026897
123,5.86504749834113
124,5.292904510002337
125,8.101188765106134
126,5.8947929134569845
127,7.851093398912666
128,5.613238320516198
129,5.824327574516808
130,5.237827666151641
131,5.5169068144100395
132,5.434679087173667
133,5.446427853520449
134,5.367043261388295
135,5.645951508812878
136,5.39981689943693
137,5.8520507198120475
138,5.283223515964363
139,5.541132135191604
140,5.362755328643183
141,5.5279113384173995
142,6.192230082369159
143,5.331416913693114
144,5.329332153367658
145,5.2760835222250675
146,6.31519228622477
147,5.480125854603579
148,6.598557210705
149,5.756494440804535
150,5.4995788074991685
151,5.3333506306420135
152,5.298551832332184
153,7.229562695634285
154,5.808228782683149
155,5.40014477070554
156,5.294729733143938
157,5.484850359066584
158,6.826781684486878
159,5.3367359538306935
160,7.202013891516741
161,5.369833786601311
162,5.3386327501879975
163,5.300582131301254
164,5.303284642090934
165,6.08946184603839
166,6.965049945514946
167,5.524969620160262
168,7.25039825923618
169,5.488151034281779
170,5.500420110117062
171,5.394725394632441
172,5.336169129360573
173,5.724123174620729
174,5.317816303966266
175,5.467884197805012
176,5.332142067050797
177,5.460696477906079
178,5.419136821228931
179,7.2828912897177975
180,5.3181783095722155
181,5.366747503416948
182,7.58521343862799
183,9.631399443201282
184,6.088633575813645
185,6.2235496762061695
186,6.269362901930027
187,5.610017227853422
188,6.87781157504092
189,5.768086996762181
190,5.576098794185378
191,5.334225270632406
192,5.33666179468615
193,5.633614235789395
194,5.534351518809097
195,6.553434893508144
196,5.538530067359523
197,5.4691716937241015
198,5.539275506617339
199,5.505641823045371
200,5.443414891861958
201,5.421220216805598
202,5.493432627010329
203,5.407184789386379
204,5.304044889288069
205,5.368352726164829
206,5.819455719036345
207,6.687255569835624
208,5.845174136380164
209,5.37289839100257
210,8.174070469461684
211,5.638761701117153
212,8.296399841160273
213,5.373781339259012
214,5.369213603512934
215,5.608949190234883
216,6.134255986205683
217,8.856409025700415
218,5.442014323498957
219,5.453663735408409
220,5.538222791196178
221,5.926291005801754
222,5.360587257005316
223,5.348514943554036
224,5.433410565570285
225,5.362497978717532
226,5.8548845396483
227,5.497875180334551
228,5.451973050347564
229,5.583092149309928
230,5.3456995618742855
231,5.6694060319700315
232,5.329652176570928
233,6.281639053712104
234,5.326930791930826
235,5.427615575575514
236,6.335309774022845
237,5.56262215605607
238,6.15795915072338
239,5.345137608437873
240,5.4442868870224395
241,5.4272060139323886
242,7.807822010086639
243,5.59558777405383
244,5.612478992549955
245,5.358005026893617
246,5.345287215148497
247,5.364839893541425
248,5.3978513190631725
249,5.433456153991868
250,5.505171194131678
251,7.362151642008659
252,5.682243195918741
253,5.389354817523276
254,5.323327678071953
255,5.326479788767979
256,5.546608264206648
257,7.581516703997378
258,5.344421252830431
259,5.593148916505408
260,5.446606413578648
261,5.7599300331546495
262,5.391731664302476
263,5.708025186915904
264,5.387645847728918
265,5.395202827634482
266,5.407456696025473
267,6.154972330549097
268,6.108428965422346
269,5.406762571921599
270,5.572413277456705
271,5.353245642943931
272,5.336641879692461
273,5.750651105156244
274,5.352766803562889
275,5.334611512741534
276,5.506970154718192
277,5.597631705956772
278,6.787848545299219
279,5.808829654083898
280,5.77035904708163
281,5.622915360053459
282,5.3276554404105685
283,5.879325160217143
284,5.333890099418065
285,6.4298484369898965
286,5.5609691967119
287,5.345932779150848
288,6.345504507617587
289,7.1727332743935035
290,5.345018623907566
291,5.877934883806859
292,5.966319184320672
293,5.322492698027545
294,5.462083892103485
295,5.68305219215638
296,5.299043465205936
297,5.448313164772471
298,5.8426159576865055
299,5.511845963449707
300,5.507145538201949
301,5.319468430795308
302,5.539581612173164
303,6.321099686801854
304,5.392160048178369
305,7.242611958720814
306,5.98010819956278
307,5.445959413675954
308,5.528582738765293
309,5.437237787478294
310,5.379810347132371
311,5.372133905999929
312,6.448089324632842
313,5.4374490960855635
314,5.47982057536644
315,5.781256578962973
316,5.389184879557732
317,5.396406933641179
318,5.270869397230107
319,5.472827476433211
320,5.403296801963677
321,5.343708199567
322,6.425545971735712
323,6.9713170257269725
324,5.329709219890794
325,5.361944507311933
326,5.371540319732859
327,5.506486994991416
328,5.302019655351057
329,5.604098272994022
330,6.80578786115317
331,5.321301686442951
332,5.9544512820948805
333,5.581922217237
334,5.365838717175478
335,5.377027176140125
336,5.616082061123198
337,5.625758536571283
338,6.151559950296906
339,6.641026432908548
340,5.626267179012559
341,5.280187261076968
342,5.287080479431662
343,5.400081895717444
344,5.989972340215629
345,6.801433528959991
346,5.689992348984645
347,5.294240001922507
348,5.272217561187351
349,5.429861115231433
350,5.536496941213748
351,5.440474115472421
352,5.619041638565555
353,5.269457365302838
354,6.583874744556233
355,8.396967617394983
356,5.494309211894288
357,5.375010900453938
358,5.7187044465470525
359,9.046098956735687
360,5.431863757561209
361,5.277013035599367
362,5.284067839991267
363,5.407709668976303
364,5.413025540627149
365,5.276822374179418
366,5.30135560066055
367,5.917202706135778
368,5.32868773367066
369,5.462349570311795
370,5.367806766659236
371,5.546523906348766
372,6.095221430583943
373,5.297060787424811
374,5.7047188274708995
375,5.274720351857068
376,5.348846467576148
377,5.848714088124374
378,5.276748447673318
379,5.68289124782504
380,5.687774975251126
381,5.438896428268646
382,5.7747521111022735
383,5.699573226960567
384,5.566933699261046
385,5.282650820035216
386,5.563610883177645
387,6.271307655064333
388,5.636744969716387
389,5.328275334913567
390,5.391049923296367
391,5.3132223329735
392,5.698800134998479
393,5.967600420372351
394,5.383982894827445
395,6.704881192594473
396,5.623817242777726
397,5.651008187295754
398,6.424254743667955
399,6.52487353810223
400,6.247976388331537
401,5.543869666717843
402,5.848739611071748
403,5.705157792018421
404,7.1143251222328745
405,5.4564294474320105
406,5.3302030486786665
407,6.211569520102812
408,5.766043333777635
409,5.48082237298887
410,6.041708228744634
411,5.411101464919989
412,5.947273699027507
413,5.282570044969066
414,5.396520793990219
415,5.27700812387128
416,7.847578074754647
417,5.281896052738382
418,5.4087978999599935
419,6.356682023400727
420,5.84616007372971
421,5.894258828115743
422,5.286816223470787
423,5.419486289165693
424,5.650074674497907
425,5.305220970084407
426,5.387389202623812
427,6.501665023407756
428,5.416454811229048
429,5.278243984152618
430,5.312209369394918
431,5.315698362098108
432,5.614974905230309
433,5.547588779853977
434,8.162212356258372
435,5.451123611630773
436,5.516685252603276
437,7.967930512333434
438,6.06192325789319
439,5.829201786998925
440,5.694767824590937
441,6.363450578268029
442,5.545877456909025
443,7.1905889788979325
444,5.850004055123509
445,5.665188350749671
446,5.313004721764849
447,5.52761328666673
448,6.089603417584192
449,6.3693916122478305
450,6.11565184609119
451,5.3199411118929945
452,6.434269305083247
453,5.289533869512277
454,5.331925118298356
455,6.5783186324970115
456,5.585404403449111
457,5.416116899778948
458,5.589586988026802
459,6.0758313531314885
460,7.2324533454148
461,6.585012394651638
462,5.333986894494613
463,6.3704322128834665
464,5.670411043005079
465,5.3415898892872455
466,6.245467707974703
467,5.305349294868818
468,8.440160618006528
469,5.9193444320071595
470,5.944621080517238
471,5.349326234782057
472,7.135888487778205
473,5.3779036186754325
474,5.298532452495307
475,5.300965412478269
476,5.3981334723667205
477,6.020707684839091
478,5.643461195016286
479,5.808133452044014
480,5.483982816659719
481,7.107152426735236
482,6.445199095584173
483,7.067864163361946
484,6.409882177321468
485,6.525515228639329
486,5.848984632528891
487,6.649787374259324
488,5.297442083630178
489,5.30103688097966
490,5.487523006613473
491,5.762862728820901
492,5.448407569370163
493,6.908307070904249
494,5.542001941987917
495,6.0668783106757775
496,5.301129917824423
497,5.86488816112588
498,5.421212139318257
499,5.35028276715831
500,7.78045201494682
501,5.546821989745231
502,6.125471533117052
503,5.953838972419908
504,5.31198044778864
505,5.31578375581866
506,5.772751233481542
507,6.838033212313595
508,6.339688085652505
509,6.72625938465555
510,5.806934137010481
511,5.473699037039256
512,5.329637912348182
513,5.39926246399659
514,5.606565648545587
515,5.9666225639175705
516,6.634934039866189
517,5.350125581879125
