1,-9
2,8
3,7
4,-2
5,4
6,-9
7,2
8,-9
9,0
10,3
11,-5
12,2
13,7
14,8
15,8
16,4
17,-4
18,0
19,1
20,-9
21,0
22,0
23,-2
24,0
25,3
26,7
27,3
28,0
29,1
30,4
31,-1
32,5
33,2
34,-4
35,5
36,9
37,4
38,1
39,2
40,1
41,4
42,-1
43,0
44,-5
45,2
46,7
47,8
48,0
49,3
50,-8
51,4
52,-3
53,-3
54,-9
55,-6
56,-8
57,2
58,0
59,-8
60,9
61,6
62,0
63,3
64,-4
65,0
66,8
67,-1
68,3
69,-7
70,0
71,5
72,-4
73,-4
74,9
75,3
76,-3
77,-7
78,5
79,4
80,-3
81,0
82,-9
83,-7
84,3
85,4
86,3
87,6
88,3
89,-5
90,7
91,-7
92,-5
93,-8
94,6
95,9
96,-9
97,-5
98,8
99,0
100,-5
101,8
102,-3
103,-2
104,-4
105,-6
106,8
107,-7
108,-2
109,-3
110,1
111,-4
112,4
113,-8
114,5
115,0
116,-7
117,0
118,4
119,5
120,-7
121,8
122,4
123,1
124,-9
125,-9
126,-8
127,-9
128,0
129,5
130,-9
131,8
132,5
133,8
134,-6
135,8
136,8
137,9
138,8
139,-3
140,3
141,-8
142,-9
143,8
144,-1
145,-2
146,9
147,2
148,-3
149,0
150,5
151,9
152,6
153,-8
154,-9
155,3
156,5
157,-4
158,-9
159,2
160,8
161,0
162,-9
163,-9
164,-7
165,9
166,-9
167,4
168,9
169,-8
170,7
171,8
172,-2
173,1
174,-1
175,0
176,8
177,-5
178,-6
179,3
180,-5
181,1
182,-9
183,-8
184,4
185,-8
186,-2
187,1
188,-4
189,1
190,-3
191,1
192,4
193,4
194,-2
195,-9
196,5
197,0
198,-3
199,8
200,5
201,-9
202,-8
203,1
204,0
205,0
206,5
207,-9
208,1
209,1
210,8
211,-9
212,-8
213,-7
214,3
215,1
216,3
217,-9
218,0
219,-9
220,-3
221,3
222,1
223,0
224,0
225,0
226,-9
227,-6
228,-2
229,0
230,-6
231,0
232,-4
233,6
234,3
235,-9
236,9
237,-8
238,-7
239,-2
240,-6
241,0
242,7
243,4
244,-3
245,3
246,-6
247,-9
248,-6
249,1
250,-5
251,-6
252,-8
253,-4
254,-3
255,-4
256,6
257,-9
258,-2
259,3
260,-9
261,-9
262,-6
263,0
264,7
265,4
266,2
267,6
268,-9
269,-8
270,0
271,6
272,-6
273,1
274,1
275,3
276,-9
277,-3
278,0
279,-2
280,-2
281,3
282,4
283,-4
284,1
285,-4
286,-9
287,-2
288,7
289,-9
290,1
291,0
292,4
293,-9
294,1
295,8
296,1
297,-7
298,8
299,-3
300,5
301,1
302,0
303,-7
304,7
305,0
306,7
307,-3
308,-2
309,5
310,1
311,5
312,-9
313,-1
314,-3
315,6
316,-1
317,9
318,0
319,6
320,9
321,-4
322,6
323,-8
324,0
325,9
326,-3
327,9
328,-9
329,0
330,8
331,0
332,2
333,5
334,6
335,-3
336,0
337,2
338,-6
339,6
340,-4
341,-9
342,0
343,5
344,-4
345,9
346,3
347,2
348,0
349,-4
350,-9
351,1
352,3
353,-9
354,-5
355,-9
356,-2
357,-9
358,0
359,-9
360,-3
361,1
362,-3
363,3
364,-9
365,1
366,-3
367,0
368,-3
369,-4
370,0
371,-9
372,6
373,1
374,-1
375,-7
376,0
377,-3
378,0
379,-6
380,2
381,-1
382,-9
383,9
384,-3
385,6
386,0
387,-7
388,3
389,8
390,-9
391,5
392,4
393,-9
394,0
395,-9
396,6
397,0
398,-5
399,5
400,2
401,-5
402,0
403,4
404,7
405,0
406,7
407,9
408,7
409,-5
410,1
411,-9
412,1
413,0
414,-7
415,0
416,8
417,0
418,2
419,8
420,8
421,-4
422,0
423,0
424,-9
425,0
426,0
427,9
428,8
429,0
430,6
431,1
432,0
433,8
434,-8
435,4
436,0
437,-6
438,3
439,-9
440,-9
441,4
442,3
443,6
444,-9
445,3
446,-2
447,6
448,-6
449,7
450,4
451,3
452,-9
453,0
454,-9
455,4
456,-8
457,-3
458,-5
459,3
460,-9
461,-9
462,3
463,8
464,0
465,0
466,9
467,-3
468,9
469,3
470,6
471,8
472,-8
473,-4
474,5
475,-9
476,0
477,9
478,-4
479,-8
480,6
481,9
482,-3
483,-9
484,-3
485,6
486,0
487,-8
488,-7
489,-9
490,-3
491,2
492,-7
493,9
494,5
495,-6
496,0
497,-8
498,-9
499,0
500,-8
501,-9
502,1
503,6
504,8
505,-9
506,5
507,-7
508,-6
509,-8
510,-4
511,-1
512,-3
513,3
514,-9
515,1
516,-9
517,0
518,-6
519,2
520,9
521,7
522,2
523,9
524,8
525,6
526,0
527,-2
528,7
529,6
530,2
531,0
532,-6
533,0
534,5
535,2
536,7
537,4
538,3
539,2
540,0
541,8
542,-9
543,-9
544,-4
545,6
546,4
547,7
548,-1
549,-8
550,2
551,1
552,-5
553,0
554,-6
555,-9
556,5
557,0
558,0
559,0
560,0
561,8
562,0
563,-4
564,5
565,-5
566,-3
567,1
568,-9
569,4
570,0
571,0
572,-3
573,-9
574,-5
575,6
576,0
577,-9
578,-9
579,-5
580,0
581,-2
582,6
583,3
584,-5
585,-9
586,0
587,1
588,2
589,6
590,2
591,1
592,2
593,8
594,-9
595,3
596,0
597,1
598,9
599,-1
600,0
601,-9
602,-7
603,0
604,-5
605,8
606,-6
607,4
608,1
609,-1
610,4
611,3
612,-1
613,-1
614,-9
615,2
616,9
617,-5
618,-2
619,5
620,4
621,3
622,3
623,-3
624,8
625,1
626,-4
627,0
628,1
629,-6
630,-9
631,-2
632,-2
633,-5
634,9
635,7
636,-1
637,0
638,6
639,9
640,0
641,0
642,-9
643,7
644,1
645,-2
646,8
647,4
648,0
649,5
650,7
651,0
652,-7
653,8
654,8
655,2
656,0
657,-6
658,1
659,-4
660,2
661,-1
662,5
663,-8
664,-6
665,-9
666,8
667,5
668,0
669,-3
670,0
671,2
672,9
673,-9
674,1
675,4
676,-2
677,-5
678,-4
679,-8
680,-9
681,7
682,8
683,-9
684,0
685,-5
686,-9
687,4
688,-6
689,2
690,4
691,8
692,-6
693,-2
694,3
695,5
696,-9
697,-6
698,-7
699,6
700,-6
701,7
702,1
703,-9
704,2
705,2
706,0
707,-9
708,-8
709,-9
710,2
711,-7
712,-7
713,-8
714,0
715,0
716,-3
717,-8
718,-5
719,-5
720,-9
721,3
722,5
723,-4
724,0
725,-8
726,2
727,3
728,0
729,-8
730,8
731,-8
732,5
733,2
734,6
735,-7
736,-2
737,-7
738,-4
739,-9
740,1
741,0
742,3
743,-6
744,3
745,4
746,-9
747,-8
748,6
749,0
750,-2
751,-4
752,0
753,6
754,-2
755,0
756,3
757,4
758,-9
759,6
760,7
761,0
762,5
763,0
764,-9
765,1
766,9
767,2
768,0
769,6
770,0
771,0
772,-9
773,2
774,4
775,-4
776,2
777,2
778,-8
779,3
780,5
781,-2
782,8
783,3
784,1
785,-1
786,7
787,-7
788,4
789,3
790,6
791,0
792,0
793,-8
794,-3
795,5
796,6
797,7
798,-5
799,1
800,0
801,0
802,0
803,8
804,-7
805,1
806,6
807,-7
808,-1
809,-2
810,1
811,-6
812,6
813,-7
814,7
815,-5
816,0
817,4
818,-5
819,8
820,-9
821,0
822,0
823,0
824,5
825,9
826,4
827,0
828,0
829,3
830,-7
831,3
832,-1
833,-2
834,-5
835,1
836,0
837,-5
838,-6
839,6
840,8
841,-9
842,-7
843,-7
844,6
845,-6
846,-5
847,0
848,2
849,6
850,2
851,0
852,5
853,-6
854,-8
855,-9
856,4
857,0
858,7
859,-7
860,-8
861,0
862,-3
863,1
864,-9
865,0
866,8
867,2
868,0
869,3
870,9
871,-4
872,-5
873,2
874,0
875,0
876,0
877,-7
878,2
879,0
880,3
881,-4
882,0
883,0
884,-4
885,-3
886,1
887,-8
888,-7
889,1
890,3
891,9
892,3
893,-7
894,-5
895,4
896,-4
897,0
898,-8
899,2
900,-6
901,-9
902,-7
903,9
904,-1
905,7
906,2
907,4
908,0
909,3
910,-3
911,0
912,-6
913,7
914,-8
915,1
916,8
917,-9
918,-9
919,0
920,0
921,0
922,9
923,-8
924,-3
925,-9
926,-8
927,0
928,1
929,-3
930,4
931,6
932,-1
933,-9
934,0
935,-3
936,4
937,-6
938,-5
939,-1
940,5
941,8
942,-9
943,-2
944,0
945,3
946,5
947,-6
948,5
949,8
950,-5
951,9
952,-6
953,-7
954,0
955,-3
956,-6
957,0
958,-6
959,-6
960,-7
961,1
962,-9
963,-3
964,0
965,-5
966,-1
967,4
968,4
969,0
970,0
971,-8
972,0
973,-1
974,0
975,-6
