-9.95,6192
-9.90,8347
-9.85,9785
-9.81,10632
-9.76,10400
-9.71,10594
-9.66,10068
-9.61,10672
-9.56,9877
-9.51,9575
-9.47,9313
-9.42,10844
-9.37,8932
-9.32,8697
-9.27,8437
-9.22,8301
-9.17,7823
-9.13,7514
-9.08,7495
-9.03,7213
-8.98,6951
-8.93,6847
-8.88,6704
-8.83,6604
-8.79,6427
-8.74,6225
-8.69,6335
-8.64,6252
-8.59,6346
-8.54,6320
-8.50,6300
-8.45,6216
-8.40,6228
-8.35,6176
-8.30,6308
-8.25,6334
-8.20,6210
-8.16,6467
-8.11,6269
-8.06,6703
-8.01,6347
-7.96,6448
-7.91,6556
-7.86,8245
-7.82,6766
-7.77,6631
-7.72,6664
-7.67,7112
-7.62,7011
-7.57,7082
-7.52,7178
-7.48,7276
-7.43,7345
-7.38,7236
-7.33,7368
-7.28,7364
-7.23,7554
-7.18,7605
-7.14,7394
-7.09,7770
-7.04,7777
-6.99,7652
-6.94,7609
-6.89,7801
-6.84,7841
-6.80,7898
-6.75,7691
-6.70,7871
-6.65,7921
-6.60,7715
-6.55,7752
-6.50,8001
-6.46,7554
-6.41,7318
-6.36,7448
-6.31,8878
-6.26,7325
-6.21,7205
-6.17,7114
-6.12,7146
-6.07,7096
-6.02,6754
-5.97,6704
-5.92,6757
-5.87,6601
-5.83,6510
-5.78,6426
-5.73,6391
-5.68,6176
-5.63,6126
-5.58,6051
-5.53,6226
-5.49,6121
-5.44,6004
-5.39,5946
-5.34,6318
-5.29,6095
-5.24,6056
-5.19,6112
-5.15,6611
-5.10,6350
-5.05,6651
-5.00,6647
-4.95,7197
-4.90,6859
-4.85,7086
-4.81,7093
-4.76,8336
-4.71,7309
-4.66,7327
-4.61,7504
-4.56,7835
-4.51,7732
-4.47,7639
-4.42,7677
-4.37,8091
-4.32,7791
-4.27,7880
-4.22,7977
-4.17,8123
-4.13,8030
-4.08,7855
-4.03,7881
-3.98,8198
-3.93,7792
-3.88,8027
-3.83,7997
-3.79,7938
-3.74,7643
-3.69,7662
-3.64,7773
-3.59,7979
-3.54,7626
-3.50,7621
-3.45,7790
-3.40,7896
-3.35,7422
-3.30,7558
-3.25,7493
-3.20,8175
-3.16,7579
-3.11,7789
-3.06,7454
-3.01,7737
-2.96,7584
-2.91,7660
-2.86,7627
-2.82,7808
-2.77,7603
-2.72,7701
-2.67,7811
-2.62,7940
-2.57,7667
-2.52,7878
-2.48,7842
-2.43,7967
-2.38,7711
-2.33,7835
-2.28,8017
-2.23,8047
-2.18,7880
-2.14,8294
-2.09,7936
-2.04,8105
-1.99,7858
-1.94,7941
-1.89,7946
-1.84,8153
-1.80,8272
-1.75,7843
-1.70,7831
-1.65,8384
-1.60,7970
-1.55,7951
-1.50,8026
-1.46,8108
-1.41,8070
-1.36,7996
-1.31,8226
-1.26,8743
-1.21,8579
-1.17,8529
-1.12,9041
-1.07,9253
-1.02,9332
-0.97,9680
-0.92,9974
-0.87,10929
-0.83,11323
-0.78,11768
-0.73,12459
-0.68,13744
-0.63,14252
-0.58,15089
-0.53,15933
-0.49,16740
-0.44,16519
-0.39,16775
-0.34,16480
-0.29,26536
-0.24,15302
-0.19,14783
-0.15,14141
-0.10,13811
-0.05,13203
0.00,12482
0.05,12285
0.10,12730
0.15,12068
0.19,12105
0.24,11910
0.29,12544
0.34,12072
0.39,12007
0.44,11934
0.49,12707
0.53,12329
0.58,12397
0.63,12444
0.68,12957
0.73,12676
0.78,12576
0.83,12842
0.87,13166
0.92,12946
0.97,12982
1.02,13027
1.07,13996
1.12,13318
1.17,13249
1.21,13203
1.26,13842
1.31,13134
1.36,13072
1.41,13415
1.46,13892
1.50,13287
1.55,13239
1.60,13231
1.65,13556
1.70,13248
1.75,13171
1.80,13294
1.84,13829
1.89,13387
1.94,13524
1.99,13412
2.04,13919
2.09,13837
2.14,13600
2.18,13705
